code,name,symptoms,description,test_procedure,medication_desc,medications,symptom_desc,risk_years,less_risk_years,high_risk_race_ethnicity,high_risk_gender,less_risk_race_ethnicity,less_risk_gender
190,Polycythemia vera,"{'Fatigue': '43', 'Skin lesion': '30', 'Dizziness': '30', 'Headache': '24', 'Symptoms of eye': '17', 'Itching of skin': '17', 'Joint pain': '10', 'Regurgitation': '10', 'Weight gain': '10', 'Difficulty eating': '10', 'Spots or clouds in vision': '10', 'Joint swelling': '10'}"," Also known as Polycythemia Rubra Vera, P Vera, Erythremia, Primary Polycythemia, Erythrocythemia, Splenomegalic Polycythemia, Osler's Disease, Vaquez's Disease, and Proliferative Polycythemia Polycythemia vera (PV, PCV) (also known as erythremia, primary polycythemia and polycythemia rubra vera) is a myeloproliferative blood disorder in which the bone marrow makes too many red blood cells. It may also result in the overproduction of white blood cells and platelets. Source: Wikipedia,Patients with polycythemia vera often receive hematologic tests, complete blood count, complete physical skin exam performed (ml), examination of breast, ophthalmic examination and evaluation, rectal examination, examination of foot and prostate specific antigen measurement .","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Complete physical skin exam performed (ML)', 'Examination of breast', 'Ophthalmic examination and evaluation (Eye exam)', 'Rectal examination', 'Examination of foot', 'Prostate specific antigen measurement (Prostate specific antigen test)']","The most commonly prescribed drugs for patients with polycythemia vera include hydroxyurea, ergocalciferol, anagrelide, irbesartan (avapro), ramipril, selenium sulfide topical, varenicline (chantix), chondroitin-glucosamine, vitamin e (vita-e), temazepam, ambrisentan (letairis), lutein and calcitonin .","['Hydroxyurea', 'Ergocalciferol', 'Anagrelide', 'Irbesartan (Avapro)', 'Ramipril', 'Selenium Sulfide Topical', 'Varenicline (Chantix)', 'Chondroitin-Glucosamine', 'Vitamin E (Vita-E)', 'Temazepam', 'Ambrisentan (Letairis)', 'Lutein', 'Calcitonin']","Within all the people who go to their doctor with polycythemia vera, 43% report having fatigue, 30% report having skin lesion, and 30% report having dizziness. The symptoms that are highly suggestive of polycythemia vera are difficulty eating and joint swelling, although you may still have polycythemia vera without those symptoms.","['75+', '60-74', '45-59']","['5-14', '1-4', '< 1']",['NA'],['NA'],['NA'],['NA']
191,Thrombocytopenia,"{'Sharp chest pain': '26', 'Fatigue': '21', 'Blood in urine': '13', 'Nosebleed': '11', 'Blood in stool': '7', 'Bleeding gums': '5', 'Tongue lesions': '2', 'Eyelid swelling': '2', 'Mouth pain': '2', 'Irregular belly button': '2', 'Lymphedema': '2', 'Irregular appearing scalp': '2'}"," Also known as Reduced Platelet Count The terms thrombocytopenia and thrombopenia refer to a relative decrease of platelets in blood. Source: Wikipedia,Patients with thrombocytopenia often receive hematologic tests, complete blood count, glucose measurement, electrolytes panel, kidney function tests, complete physical skin exam performed (ml), hemoglobin a1c measurement and x-ray computed tomography .","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Glucose measurement (Glucose level)', 'Electrolytes panel', 'Kidney function tests (Kidney function test)', 'Complete physical skin exam performed (ML)', 'Hemoglobin A1c measurement (Hemoglobin a1c test)', 'X-ray computed tomography (Scan ct)']","The most commonly prescribed drugs for patients with thrombocytopenia include hydroxyurea, intramuscular immunoglobulin (baygam), rituximab, zoledronic acid (reclast), epoetin alfa (procrit), anagrelide, filgrastim (neupogen), decitabine, carboplatin, cimetidine, romiplostim (nplate), capecitabine (xeloda) and calcium acetate .","['Hydroxyurea', 'Intramuscular Immunoglobulin (Baygam)', 'Rituximab', 'Zoledronic Acid (Reclast)', 'Epoetin Alfa (Procrit)', 'Anagrelide', 'Filgrastim (Neupogen)', 'Decitabine', 'Carboplatin', 'Cimetidine', 'Romiplostim (Nplate)', 'Capecitabine (Xeloda)', 'Calcium Acetate']","Within all the people who go to their doctor with thrombocytopenia, 26% report having sharp chest pain, 21% report having fatigue, and 13% report having blood in urine. The symptoms that are highly suggestive of thrombocytopenia are bleeding gums, although you may still have thrombocytopenia without those symptoms.","['75+', '60-74']",['NA'],['NA'],['NA'],['NA'],['NA']
192,Head and neck cancer,"{'Sore throat': '28', 'Difficulty in swallowing': '23', 'Mouth pain': '15', 'Throat feels tight': '14', 'Facial pain': '12', 'Hoarse voice': '12', 'Neck mass': '10', 'Plugged feeling in ear': '8', 'Tongue lesions': '8', 'Hemoptysis': '6', 'Tongue pain': '6', 'Bleeding in mouth': '6'}"," Head and neck cancer refers to a group of biologically similar cancers that start in the lip, oral cavity (mouth), nasal cavity (inside the nose), paranasal sinuses, pharynx, and larynx. 90% of head and neck cancers are squamous cell carcinomas (SCCHN), originating from the mucosal lining (epithelium) of these regions. Head and neck cancers often spread to the lymph nodes of the neck, and this is often the first (and sometimes only) sign of the disease at the time of diagnosis. Head and neck cancer is strongly associated with certain environmental and lifestyle risk factors, including tobacco smoking, alcohol consumption, UV light, particular chemicals used in certain workplaces, and certain strains of viruses, such as human papillomavirus. These cancers are frequently aggressive in their biologic behavior; patients with these types of cancer are at a higher risk of developing another cancer in the head and neck area. Head and neck cancer is highly curable if detected early, usually with some form of surgery, but radiation therapy may also play an important role, while chemotherapy is often ineffective. The 2009 estimated number of head and neck cancer in the US is of 35,720 new cases. Source: Wikipedia,Patients with head and neck cancer often receive complete blood count, x-ray computed tomography, therapeutic radiology for cancer treatment, biopsy, wound care management, magnetic resonance imaging, occupational therapy assessment and tracheoscopy and laryngoscopy with biopsy .","['Complete blood count (Cbc)', 'X-ray computed tomography (Scan ct)', 'Therapeutic radiology for cancer treatment (Irradiation)', 'Biopsy', 'Wound care management', 'Magnetic resonance imaging (Mri)', 'Occupational therapy assessment (Speech therapy)', 'Tracheoscopy and laryngoscopy with biopsy']","The most commonly prescribed drugs for patients with head and neck cancer include oxycodone, cetuximab (erbitux), cisplatin, paclitaxel (taxol), carboplatin, aprepitant (emend), fluorouracil, sucralfate (carafate), megestrol (megace), darbepoetin alfa (aranesp), oxymetazoline nasal, barium sulfate and granisetron .","['Oxycodone', 'Cetuximab (Erbitux)', 'Cisplatin', 'Paclitaxel (Taxol)', 'Carboplatin', 'Aprepitant (Emend)', 'Fluorouracil', 'Sucralfate (Carafate)', 'Megestrol (Megace)', 'Darbepoetin Alfa (Aranesp)', 'Oxymetazoline Nasal', 'Barium Sulfate', 'Granisetron']","Within all the people who go to their doctor with head and neck cancer, 28% report having sore throat, 23% report having difficulty in swallowing, and 15% report having mouth pain. The symptoms that are highly suggestive of head and neck cancer are mouth pain, throat feels tight, tongue lesions, tongue pain, and bleeding in mouth, although you may still have head and neck cancer without those symptoms.","['60-74', '45-59']","['5-14', '1-4']",['NA'],['male'],['NA'],['NA']
193,Pseudohypoparathyroidism,"{'Knee pain': '87', 'Foot or toe pain': '51', 'Wrist pain': '51', 'Low back pain': '33', 'Hip pain': '33', 'Leg pain': '33', 'Joint pain': '33', 'Ankle pain': '33', 'Skin lesion': '33', 'Wrist swelling': '33', 'Leg swelling': '33', 'Elbow weakness': '2'}"," Pseudohypoparathyroidism is a condition associated primarily with resistance to the parathyroid hormone. Patients have a low serum calcium and high phosphate, but the parathyroid hormone level (PTH) is actually appropriately high (due to the hypocalcemia). Its pathogenesis has been linked to dysfunctional G Proteins (in particular, Gs alpha subunit). The condition is extremely rare, with an estimated overall prevalence of 7.2/1,000,000. Source: Wikipedia,Patients with pseudohypoparathyroidism often receive radiographic imaging procedure, plain x-ray, complete physical skin exam performed (ml), electrolytes panel, magnetic resonance imaging, liver function tests, debridement of wound; infection or burn and microscopic examination (bacterial smear; culture; toxicology) .","['Radiographic imaging procedure', 'Plain x-ray (X ray)', 'Complete physical skin exam performed (ML)', 'Electrolytes panel', 'Magnetic resonance imaging (Mri)', 'Liver function tests (Liver test)', 'Debridement of wound; infection or burn', 'Microscopic examination (bacterial smear; culture; toxicology)']","The most commonly prescribed drugs for patients with pseudohypoparathyroidism include colchicine, ethyl chloride topical, hydrocortisone, cortisone, etodolac, hydroxychloroquine (plaquenil), methotrexate, donepezil (aricept), isosorbide, triamcinolone topical product, insulin, aspart, human (novolog), losartan and fexofenadine (allegra) .","['Colchicine', 'Ethyl Chloride Topical', 'Hydrocortisone', 'Cortisone', 'Etodolac', 'Hydroxychloroquine (Plaquenil)', 'Methotrexate', 'Donepezil (Aricept)', 'Isosorbide', 'Triamcinolone Topical Product', 'Insulin, Aspart, Human (Novolog)', 'Losartan', 'Fexofenadine (Allegra)']","Within all the people who go to their doctor with pseudohypoparathyroidism, 87% report having knee pain, 51% report having wrist pain, and 51% report having foot or toe pain. The symptoms that are highly suggestive of pseudohypoparathyroidism are knee pain, wrist pain, joint pain, wrist swelling, leg swelling, and elbow weakness, although you may still have pseudohypoparathyroidism without those symptoms.","['75+', '60-74']","['5-14', '15-29']",['other'],['NA'],['NA'],['NA']
194,Goiter,"{'Fatigue': '22', 'Weight gain': '15', 'Neck mass': '12', 'Difficulty in swallowing': '12', 'Neck swelling': '10', 'Lump in throat': '10', 'Heartburn': '10', 'Hot flashes': '3', 'Leg weakness': '3', 'Feeling hot and cold': '3', 'Arm weakness': '3', 'Bones are painful': '3'}"," Also known as Enlarged Thyroid, Thyroid Goiter, Thyromegaly, and Thyroid Gland Swelling A goitre or goiter (Latin gutteria, struma), is a swelling of the thyroid gland, which can lead to a swelling of the neck or larynx (voice box). Goitre is a term that refers to an enlargement of the thyroid (thyromegaly) and can be associated with a thyroid gland that is functioning properly or not. Source: Wikipedia,Patients with goiter often receive hematologic tests, ultrasonography, lipid panel, complete physical skin exam performed (ml), hemoglobin a1c measurement, biopsy, excision and examination of breast .","['Hematologic tests (Blood test)', 'Ultrasonography (Ultrasound)', 'Lipid panel', 'Complete physical skin exam performed (ML)', 'Hemoglobin A1c measurement (Hemoglobin a1c test)', 'Biopsy', 'Excision (Removal)', 'Examination of breast']","The most commonly prescribed drugs for patients with goiter include methimazole, calcium citrate, glyburide / metformin, nizatidine (axid), ethinyl estradiol / norelgestromin, cholecalciferol, exenatide (byetta), gadoteridol (prohance), bromfenac (bromday), acebutolol, moexipril, dexamethasone ophthalmic and goserelin (zoladex) .","['Methimazole', 'Calcium Citrate', 'Nizatidine (Axid)', 'Cholecalciferol', 'Exenatide (Byetta)', 'Gadoteridol (Prohance)', 'Bromfenac (Bromday)', 'Acebutolol', 'Moexipril', 'Dexamethasone Ophthalmic', 'Goserelin (Zoladex)']","Within all the people who go to their doctor with goiter, 22% report having fatigue, 15% report having weight gain, and 12% report having neck mass. The symptoms that are highly suggestive of goiter are neck mass, neck swelling, lump in throat, and feeling hot and cold, although you may still have goiter without those symptoms.",['NA'],"['1-4', '< 1']",['NA'],['female'],['NA'],['NA']
195,Urge incontinence,"{'Frequent urination': '80', 'Involuntary urination': '58', 'Symptoms of bladder': '44', 'Retention of urine': '37', 'Suprapubic pain': '37', 'Painful urination': '28', 'Back pain': '25', 'Blood in urine': '25', 'Excessive urination at night': '22', 'Constipation': '12', 'Vaginal itching': '9', 'Symptoms of prostate': '9'}"," Also known as Urinary Urge Incontinence Urge incontinence is a form of urinary incontinence characterized by the involuntary loss of urine occurring for no apparent reason while feeling urinary urgency, a sudden need or urge to urinate. Source: Wikipedia,Patients with urge incontinence often receive urinalysis, pelvis exam, prostate specific antigen measurement, rectal examination, ultrasonography, other diagnostic procedures (interview; evaluation; consultation), lipid panel and hemoglobin a1c measurement .","['Urinalysis', 'Pelvis exam', 'Prostate specific antigen measurement (Prostate specific antigen test)', 'Rectal examination', 'Ultrasonography (Ultrasound)', 'Other diagnostic procedures (interview; evaluation; consultation)', 'Lipid panel', 'Hemoglobin A1c measurement (Hemoglobin a1c test)']","The most commonly prescribed drugs for patients with urge incontinence include tolterodine (detrol), solifenacin (vesicare), oxybutynin, darifenacin (enablex), nitrofurantoin, estradiol, doxazosin, pentosan polysulphate sodium (elmiron), alfuzosin (uroxatral), trospium (sanctura), fesoterodine (toviaz), desloratadine (clarinex) and factor viia .","['Tolterodine (Detrol)', 'Solifenacin (Vesicare)', 'Oxybutynin', 'Darifenacin (Enablex)', 'Nitrofurantoin', 'Estradiol', 'Doxazosin', 'Pentosan Polysulphate Sodium (Elmiron)', 'Alfuzosin (Uroxatral)', 'Trospium (Sanctura)', 'Fesoterodine (Toviaz)', 'Desloratadine (Clarinex)', 'Factor Viia']","Within all the people who go to their doctor with urge incontinence, 80% report having frequent urination, 58% report having involuntary urination, and 44% report having symptoms of bladder. The symptoms that are highly suggestive of urge incontinence are frequent urination, involuntary urination, symptoms of bladder, retention of urine, and excessive urination at night, although you may still have urge incontinence without those symptoms.","['75+', '60-74']",['1-4'],['NA'],['NA'],['NA'],['NA']
196,Edward syndrome,"{'Fever': '68', 'Suprapubic pain': '68', 'Knee lump or mass': '8', 'Excessive growth': '8', 'Vulvar sore': '8', 'Shoulder swelling': '8', 'Wrist weakness': '8', 'Nailbiting': '8', 'Itchy eyelid': '8', 'Cross-eyed': '8', 'Eye strain': '8', 'Joint stiffness or tightness': '8'}"," Also known as Trisomy 18 Syndrome Edwards syndrome (also known as Trisomy 18 ) is a genetic disorder caused by the presence of all or part of an extra 18th chromosome. This genetic condition almost always results from nondisjunction during meiosis. It is named after John Hilton Edwards, who first described the syndrome in 1960. It is the second most common autosomal trisomy, after Down's syndrome, that carries to term. Source: Wikipedia,Patients with edward syndrome often receive indwelling catheter, microscopic examination (bacterial smear; culture; toxicology), physical therapy exercises, ultrasonography, corneal transplant, transurethral resection of prostate (turp), coronary thrombolysis and control of epistaxis .","['Indwelling catheter', 'Microscopic examination (bacterial smear; culture; toxicology)', 'Physical therapy exercises (Exercises)', 'Ultrasonography (Ultrasound)', 'Corneal transplant', 'Transurethral resection of prostate (TURP) (Turp)', 'Coronary thrombolysis', 'Control of epistaxis']","The most commonly prescribed drugs for patients with edward syndrome include polyethylene glycol 3350 (miralax), budesonide nasal product, nystatin topical product, calcium carbonate, cetirizine (zyrtec), metoclopramide, influenza virus vaccine, inactivated, chlorpheniramine / phenindamine / phenylpropanolamine, air, mecamylamine, troleandomycin, indium oxyquinoline in-111 (indium in-111 oxyquinoline) and pipecuronium (arduan) .","['Polyethylene Glycol 3350 (Miralax)', 'Budesonide Nasal Product', 'Nystatin Topical Product', 'Calcium Carbonate', 'Cetirizine (Zyrtec)', 'Metoclopramide', 'Influenza Virus Vaccine, Inactivated', 'Air', 'Mecamylamine', 'Troleandomycin', 'Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)', 'Pipecuronium (Arduan)']","Within all the people who go to their doctor with edward syndrome, 68% report having suprapubic pain, 68% report having fever, and 8% report having preoccupation with sex. The symptoms that are highly suggestive of edward syndrome are suprapubic pain, knee lump or mass, excessive growth, vulvar sore, shoulder swelling, wrist weakness, nailbiting, itchy eyelid, cross-eyed, eye strain, and joint stiffness or tightness, although you may still have edward syndrome without those symptoms.","['5-14', '1-4', '< 1']",['45-59'],['NA'],['NA'],['NA'],['NA']
197,Open wound of the arm,"{'Arm pain': '26', 'Elbow pain': '12', 'Redness in or around nose': '2', 'Elbow lump or mass': '1', 'Hand or finger weakness': '1', 'Elbow swelling': '1', 'Knee weakness': '1'}"," Open wound of the arm is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,Patients with open wound of the arm often receive suturing of wound, plain x-ray, wound care management, application of splint, toxicology screen, blood alcohol, cat scan of head and culture wound .","['Suturing of wound', 'Plain x-ray (X ray)', 'Wound care management', 'Application of splint (Splinting)', 'Toxicology screen', 'Blood alcohol', 'CAT scan of head (Head ct)', 'Culture wound']","The most commonly prescribed drugs for patients with open wound of the arm include lidocaine, cephalexin, tetanus toxoid vaccine (adacel), diphtheria toxoid vaccine / tetanus toxoid vaccine, bacitracin (septa), cefazolin, povidone iodine topical (betadine), epinephrine / lidocaine, chlorhexidine topical, acellular pertussis vaccine / diphtheria toxoid vaccine / tetanus toxoid vaccine, cefadroxil, diphtheria toxoid vaccine (prohibit) and bupivacaine / epinephrine .","['Lidocaine', 'Cephalexin', 'Tetanus Toxoid Vaccine (Adacel)', 'Bacitracin (Septa)', 'Cefazolin', 'Povidone Iodine Topical (Betadine)', 'Chlorhexidine Topical', 'Cefadroxil', 'Diphtheria Toxoid Vaccine (Prohibit)']","Within all the people who go to their doctor with open wound of the arm, 26% report having arm pain, 12% report having elbow pain, and 2% report having redness in or around nose. The symptoms that are highly suggestive of open wound of the arm are elbow lump or mass, although you may still have open wound of the arm without those symptoms.",['15-29'],['< 1'],['NA'],['male'],['NA'],['NA']
198,Muscular dystrophy,"{'Fatigue': '48', 'Headache': '34', 'Muscle weakness': '34', 'Cough': '34', 'Weakness': '28', 'Nasal congestion': '28', 'Loss of sensation': '20', 'Double vision': '20', 'Hand or finger pain': '20', 'Problems with movement': '20', 'Hip pain': '20', 'Feeling cold': '11'}"," Also known as Myodystrophy Muscular Dystrophy (MD) is a group of muscle diseases that weaken the musculoskeletal system and hamper locomotion. Muscular dystrophies are characterized by progressive skeletal muscle weakness, defects in muscle proteins, and the death of muscle cells and tissue. Source: Wikipedia,Patients with muscular dystrophy often receive physical therapy exercises, electrocardiogram, complete physical skin exam performed (ml), other diagnostic procedures (interview; evaluation; consultation), occupational therapy assessment, referral to home health care service, other therapeutic procedures and echocardiography .","['Physical therapy exercises (Exercises)', 'Electrocardiogram', 'Complete physical skin exam performed (ML)', 'Other diagnostic procedures (interview; evaluation; consultation)', 'Occupational therapy assessment (Speech therapy)', 'Referral to home health care service', 'Other therapeutic procedures', 'Echocardiography']","The most commonly prescribed drugs for patients with muscular dystrophy include ergocalciferol, budesonide, fenofibrate (tricor), mexiletine, riluzole, teriparatide (forteo), ceftazidime, tetrahydrocannabinol (marinol), pancrelipase (pancrease), sirolimus, triiodothyronine (cytomel), calcitonin and lactic acid topical .","['Ergocalciferol', 'Budesonide', 'Fenofibrate (Tricor)', 'Mexiletine', 'Riluzole', 'Teriparatide (Forteo)', 'Ceftazidime', 'Tetrahydrocannabinol (Marinol)', 'Pancrelipase (Pancrease)', 'Sirolimus', 'Triiodothyronine (Cytomel)', 'Calcitonin', 'Lactic Acid Topical']","Within all the people who go to their doctor with muscular dystrophy, 48% report having fatigue, 34% report having muscle weakness, and 34% report having headache. The symptoms that are highly suggestive of muscular dystrophy are muscle weakness, double vision, and feeling cold, although you may still have muscular dystrophy without those symptoms.",['5-14'],['NA'],['NA'],['NA'],['NA'],['NA']
199,Mittelschmerz,"{'Sharp abdominal pain': '84', 'Lower abdominal pain': '74', 'Pelvic pain': '68', 'Painful menstruation': '60', 'Vomiting': '49', 'Side pain': '32', 'Long menstrual periods': '32', 'Fever': '32', 'Diarrhea': '32', 'Acne or pimples': '32', 'Burning abdominal pain': '32', 'Involuntary urination': '32'}"," Also known as Painful Ovulation, Mid-cycle Pain, and Ovulatory Pain Mittelschmerz (German: ""middle pain"") is a medical term for ""ovulation pain"" or ""midcycle pain"". About 20% of women experience mittelschmerz, some every cycle, some intermittently. Source: Wikipedia,Patients with mittelschmerz often receive urinalysis, complete blood count, hematologic tests, radiographic imaging procedure, standard pregnancy test, pelvis exam, ultrasonography and kidney function tests .","['Urinalysis', 'Complete blood count (Cbc)', 'Hematologic tests (Blood test)', 'Radiographic imaging procedure', 'Standard pregnancy test', 'Pelvis exam', 'Ultrasonography (Ultrasound)', 'Kidney function tests (Kidney function test)']","The most commonly prescribed drugs for patients with mittelschmerz include ethinyl estradiol / ethynodiol, acetaminophen / tramadol, leuprolide (lupron), ortho cyclen, medroxyprogesterone, hydrocodone, chlorpheniramine / phenindamine / phenylpropanolamine, mecamylamine, grepafloxacin (raxar), malathion topical, gemtuzumab (mylotarg), gadoteridol (prohance) and carbinoxamine / dextromethorphan / phenylephrine .","['Leuprolide (Lupron)', 'Ortho Cyclen', 'Medroxyprogesterone', 'Hydrocodone', 'Mecamylamine', 'Grepafloxacin (Raxar)', 'Malathion Topical', 'Gemtuzumab (Mylotarg)', 'Gadoteridol (Prohance)']","Within all the people who go to their doctor with mittelschmerz, 84% report having sharp abdominal pain, 74% report having lower abdominal pain, and 68% report having pelvic pain. The symptoms that are highly suggestive of mittelschmerz are lower abdominal pain, pelvic pain, painful menstruation, long menstrual periods, acne or pimples, and involuntary urination, although you may still have mittelschmerz without those symptoms.","['5-14', '15-29']","['75+', '60-74', '1-4']",['NA'],['female'],['NA'],['male']
200,Corneal abrasion,"{'Pain in eye': '87', 'Eye redness': '55', 'Symptoms of eye': '32', 'Swollen eye': '28', 'Diminished vision': '28', 'Lacrimation': '27', 'Foreign body sensation in eye': '24', 'Eye burns or stings': '14', 'Itchiness of eye': '14', 'Eyelid swelling': '6', 'Eyelid lesion or rash': '3', 'White discharge from eye': '3'}"," Also known as Cornea Scratch Corneal abrasion is a medical condition involving the loss of the surface epithelial layer of the eye's cornea. Source: Wikipedia,Patients with corneal abrasion often receive nonoperative removal of foreign body, wound care management, ophthalmic examination and evaluation and other therapeutic procedures on eyelids; conjunctiva; cornea .","['Nonoperative removal of foreign body', 'Wound care management', 'Ophthalmic examination and evaluation (Eye exam)', 'Other therapeutic procedures on eyelids; conjunctiva; cornea']","The most commonly prescribed drugs for patients with corneal abrasion include gentamicin ophthalmic, tetracaine (one touch), erythromycin, proparacaine ophthalmic, fluorescein ophthalmic, erythromycin ophthalmic, tetanus toxoid vaccine (adacel), tobramycin (tobi), diphtheria toxoid vaccine / tetanus toxoid vaccine, sodium sulfacetamide ophthalmic, tobramycin ophthalmic, moxifloxacin (avelox) and ciprofloxacin ophthalmic .","['Gentamicin Ophthalmic', 'Tetracaine (One Touch)', 'Erythromycin', 'Proparacaine Ophthalmic', 'Fluorescein Ophthalmic', 'Erythromycin Ophthalmic', 'Tetanus Toxoid Vaccine (Adacel)', 'Tobramycin (Tobi)', 'Sodium Sulfacetamide Ophthalmic', 'Tobramycin Ophthalmic', 'Moxifloxacin (Avelox)', 'Ciprofloxacin Ophthalmic']","Within all the people who go to their doctor with corneal abrasion, 87% report having pain in eye, 55% report having eye redness, and 32% report having symptoms of eye. The symptoms that are highly suggestive of corneal abrasion are pain in eye, eye redness, symptoms of eye, swollen eye, lacrimation, foreign body sensation in eye, eye burns or stings, and eyelid swelling, although you may still have corneal abrasion without those symptoms.",['NA'],['NA'],['NA'],['NA'],['NA'],['NA']
1,Anemia of chronic disease,"{'Weakness': '52', 'Diarrhea': '34', 'Fatigue': '34', 'Dizziness': '34', 'Vomiting': '34', 'Weight gain': '20', 'Chills': '20', 'Itching of skin': '20', 'Feeling ill': '20', 'Coryza': '20', 'Low back weakness': '1', 'Emotional symptoms': '1'}"," Anemia of chronic disease, also referred to as anemia of inflammatory response, or ACD, is a form of anemia seen in chronic illness, e.g. from chronic infection, chronic immune activation, or malignancy. New discoveries suggest that the syndrome is likely largely the result of the body's production of hepcidin, a master regulator of human iron metabolism. Source: Wikipedia,Patients with anemia of chronic disease often receive hematologic tests, complete blood count, glucose measurement, complete physical skin exam performed (ml), electrolytes panel, electrocardiogram, hemoglobin a1c measurement and examination of breast .","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Glucose measurement (Glucose level)', 'Complete physical skin exam performed (ML)', 'Electrolytes panel', 'Electrocardiogram', 'Hemoglobin A1c measurement (Hemoglobin a1c test)', 'Examination of breast']","The most commonly prescribed drugs for patients with anemia of chronic disease include epoetin alfa (procrit), tolterodine (detrol), alendronate, ferric oxide, saccharated (venofer), darbepoetin alfa (aranesp), memantine (namenda), eszopiclone (lunesta), hydralazine, dexamethasone, donepezil (aricept), vitamin b 12, methylphenidate and insulin isophane-insulin regular .","['Epoetin Alfa (Procrit)', 'Tolterodine (Detrol)', 'Alendronate', 'Ferric Oxide, Saccharated (Venofer)', 'Darbepoetin Alfa (Aranesp)', 'Memantine (Namenda)', 'Eszopiclone (Lunesta)', 'Hydralazine', 'Dexamethasone', 'Donepezil (Aricept)', 'Vitamin B 12', 'Methylphenidate', 'Insulin Isophane-Insulin Regular']","Within all the people who go to their doctor with anemia of chronic disease, 52% report having weakness, 34% report having fatigue, and 34% report having diarrhea. The symptoms that are highly suggestive of anemia of chronic disease are low back weakness and emotional symptoms, although you may still have anemia of chronic disease without those symptoms.","['75+', '60-74']","['5-14', '1-4', '15-29', '< 1']",['NA'],['NA'],['NA'],['NA']
2,Dysthymic disorder,"{'Depression': '76', 'Anxiety and nervousness': '72', 'Depressive or psychotic symptoms': '44', 'Insomnia': '22', 'Excessive anger': '7', 'Low self-esteem': '7', 'Disturbance of memory': '6', 'Temper problems': '4', 'Fears and phobias': '4', 'Slurring words': '3', 'Loss of sex drive': '2', 'Antisocial behavior': '2'}"," Also known as Dysthymia Dysthymia (/dɪs.ˈθaɪ.miː.ə/ dis-THEYE-mee-ə), from Ancient Greek δυσθυμία, ""melancholy""}}), also known as neurotic depression, dysthymic disorder, and chronic depression, is a mood disorder consisting of the same cognitive and physical problems as in depression, with less severe but longer-lasting symptoms, which may persist for at least 2 years. The concept was coined by Dr. Robert Spitzer (an editor of the American Psychiatric Association's Diagnostic and Statistical Manual of Mental Disorders (DSM-III)) as a replacement for the term ""depressive personality"" in the late 1970s. Source: Wikipedia,Patients with dysthymic disorder often receive psychotherapy, mental health counseling, depression screen, lipid panel, toxicology screen, psychological and psychiatric evaluation and therapy, varicose vein stripping; lower limb and other or therapeutic procedures on nose; mouth and pharynx .","['Psychotherapy', 'Mental health counseling', 'Depression screen (Depression screening)', 'Lipid panel', 'Toxicology screen', 'Psychological and psychiatric evaluation and therapy', 'Varicose vein stripping; lower limb', 'Other OR therapeutic procedures on nose; mouth and pharynx']","The most commonly prescribed drugs for patients with dysthymic disorder include escitalopram (lexapro), fluoxetine (prozac), bupropion (wellbutrin), clonazepam, citalopram (celexa), paroxetine (paxil), venlafaxine (effexor), buspirone (buspar), atomoxetine (strattera), doxepin, desvenlafaxine (pristiq), darunavir (prezista) and lopinavir .","['Escitalopram (Lexapro)', 'Fluoxetine (Prozac)', 'Bupropion (Wellbutrin)', 'Clonazepam', 'Citalopram (Celexa)', 'Paroxetine (Paxil)', 'Venlafaxine (Effexor)', 'Buspirone (Buspar)', 'Atomoxetine (Strattera)', 'Doxepin', 'Desvenlafaxine (Pristiq)', 'Darunavir (Prezista)', 'Lopinavir']","Within all the people who go to their doctor with dysthymic disorder, 76% report having depression, 72% report having anxiety and nervousness, and 44% report having depressive or psychotic symptoms. The symptoms that are highly suggestive of dysthymic disorder are depression, anxiety and nervousness, low self-esteem, and loss of sex drive, although you may still have dysthymic disorder without those symptoms.",['45-59'],"['1-4', '< 1']",['NA'],['NA'],['NA'],['NA']
